var_name	genotype	strand	position	lower	median	upper	mean	K_gt	K_lt
Beta	2	1	572	-0.74307597	-0.58638847	-0.4452604	-0.5886534	0	500
Beta	3	1	572	-0.5892371	-0.42775115	-0.27109393	-0.42638695	0	500
Beta	1	1	573	-0.57482165	-0.40127623	-0.2118511	-0.39970157	0	500
Beta	2	1	573	-0.69773495	-0.5501169	-0.42221048	-0.5504948	0	500
Beta	3	1	573	-0.5988454	-0.44733283	-0.29533264	-0.4427104	0	500
Beta	1	1	574	-0.5580373	-0.40128922	-0.21818165	-0.39826205	0	500
Beta	2	1	574	-0.6465106	-0.5090405	-0.3870246	-0.50911963	0	500
Beta	3	1	574	-0.6095026	-0.46218538	-0.31649122	-0.4604098	0	500
Beta	1	1	575	-0.5533284	-0.39961213	-0.21868226	-0.39678264	0	500
Beta	2	1	575	-0.60330045	-0.467646	-0.34797227	-0.4665927	0	500
Beta	3	1	575	-0.6288001	-0.4823247	-0.335177	-0.47860157	0	500
Beta	1	1	576	-0.55480427	-0.39878038	-0.22091988	-0.39534333	0	500
Beta	2	1	576	-0.5618518	-0.4264866	-0.3006634	-0.42521733	0	500
Beta	3	1	576	-0.65093535	-0.49912342	-0.35216618	-0.49630123	0	500
Beta	1	1	577	-0.5551577	-0.39333564	-0.21705924	-0.39017227	0	500
Beta	2	1	577	-0.52810717	-0.38453162	-0.2541495	-0.3864509	0	500
Beta	3	1	577	-0.67181545	-0.51333183	-0.36841092	-0.5141086	0	500
Beta	1	1	578	-0.5614637	-0.39174148	-0.2145576	-0.38983628	0	500
Beta	2	1	578	-0.4993961	-0.35342133	-0.21630183	-0.3529202	0	500
Beta	3	1	578	-0.69283694	-0.5291279	-0.37467656	-0.52818567	0	500
Beta	1	1	579	-0.61927253	-0.45722324	-0.2890526	-0.4575309	0	500
Beta	2	1	579	-0.519438	-0.37482876	-0.24059248	-0.3753995	0	500
Beta	3	1	579	-0.6943518	-0.52914953	-0.37700793	-0.5313499	0	500
Beta	1	1	580	-0.68701714	-0.5257404	-0.36138934	-0.5227625	0	500
Beta	2	1	580	-0.53241074	-0.39481226	-0.25647944	-0.39457232	0	500
Beta	3	1	580	-0.701333	-0.52674454	-0.37273616	-0.52925056	0	500
Beta	1	1	581	-0.76027286	-0.595419	-0.43865576	-0.5934939	0	500
Beta	2	1	581	-0.5495269	-0.4157544	-0.27894652	-0.41536158	0	500
Beta	3	1	581	-0.71283996	-0.52577436	-0.36870667	-0.5269746	0	500
Beta	1	1	582	-0.83487034	-0.6671252	-0.5097388	-0.6661944	0	500
Beta	2	1	582	-0.57301396	-0.43885702	-0.29891345	-0.43673024	0	500
Beta	3	1	582	-0.72396165	-0.5242768	-0.35286012	-0.52463454	0	500
Beta	1	1	583	-0.90511084	-0.7330449	-0.5768804	-0.73692566	0	500
Beta	2	1	583	-0.60508215	-0.4599182	-0.3134428	-0.45751923	0	500
Beta	3	1	583	-0.74217427	-0.52230966	-0.33209687	-0.5223581	0	500
Beta	1	1	584	-0.9804585	-0.7974453	-0.6284899	-0.79878086	0	500
Beta	2	1	584	-0.63390434	-0.47484288	-0.3172068	-0.47282317	0	500
Beta	3	1	584	-0.75410104	-0.5182752	-0.30595666	-0.5204305	0	500
Beta	1	1	585	-1.0537186	-0.85363114	-0.6720564	-0.8570611	0	500
Beta	2	1	585	-0.6594588	-0.49146056	-0.32246256	-0.49057758	0	500
Beta	3	1	585	-0.7693215	-0.51319474	-0.28786814	-0.5185411	0	500
Beta	1	1	586	-1.0130172	-0.8263793	-0.64935994	-0.828535	0	500
Beta	2	1	586	-0.6451314	-0.48679703	-0.32542872	-0.48424515	0	500
Beta	3	1	586	-0.7515114	-0.51396084	-0.30790573	-0.51661193	0	500
Beta	1	1	587	-0.9790734	-0.7989955	-0.6211812	-0.8003649	0	500
Beta	2	1	587	-0.6290973	-0.4825757	-0.3290773	-0.48040557	0	500
Beta	3	1	587	-0.74155676	-0.5138426	-0.3250219	-0.517869	0	500
Beta	1	1	588	-0.94797754	-0.7744322	-0.6012662	-0.7698189	0	500
Beta	2	1	588	-0.6118268	-0.47595012	-0.33148515	-0.4762416	0	500
Beta	3	1	588	-0.72404826	-0.51402724	-0.32398313	-0.5192311	0	500
Beta	1	1	589	-0.91769403	-0.7414818	-0.5594021	-0.73842245	0	500
Beta	2	1	589	-0.6040434	-0.46906632	-0.3386236	-0.47196177	0	500
Beta	3	1	589	-0.7121734	-0.51481783	-0.34069678	-0.5206319	0	500
Beta	1	1	590	-0.8857484	-0.7110272	-0.5232539	-0.70787704	0	500
Beta	2	1	590	-0.59345406	-0.46644062	-0.3431277	-0.46779814	0	500
Beta	3	1	590	-0.709718	-0.5210589	-0.33378625	-0.5219937	0	500
Beta	1	1	591	-0.8811967	-0.69355327	-0.49131268	-0.6912046	0	500
Beta	2	1	591	-0.5980072	-0.4658751	-0.33496925	-0.46636662	0	500
Beta	3	1	591	-0.7202294	-0.5261718	-0.33399832	-0.5254658	0	500
Beta	1	1	592	-0.86541504	-0.6655369	-0.45269898	-0.663854	0	500
Beta	2	1	592	-0.5936315	-0.46225607	-0.32034612	-0.46245587	0	500
Beta	3	1	592	-0.7273405	-0.5270078	-0.320235	-0.52609277	0	500
Beta	1	1	593	-0.9487307	-0.75165856	-0.54422927	-0.7506101	0	500
Beta	2	1	593	-0.616807	-0.49307495	-0.3610907	-0.49109495	0	500
Beta	3	1	593	-0.77361494	-0.59107214	-0.403907	-0.5885253	0	500
Beta	1	1	594	-1.0449613	-0.85513365	-0.65301716	-0.8534622	0	500
Beta	2	1	594	-0.6502457	-0.5295023	-0.3945266	-0.5265089	0	500
Beta	3	1	594	-0.8392748	-0.66468346	-0.49197632	-0.6612337	0	500
Beta	1	1	595	-1.1416551	-0.9644164	-0.77503884	-0.9649859	0	500
Beta	2	1	595	-0.6908735	-0.5677993	-0.42923063	-0.5649081	0	500
Beta	3	1	595	-0.9082227	-0.7406595	-0.58092135	-0.7400715	0	500
Beta	1	1	596	-1.2679976	-1.078846	-0.89332545	-1.079613	0	500
Beta	2	1	596	-0.7324072	-0.6083549	-0.4696535	-0.604377	0	500
Beta	3	1	596	-0.98608637	-0.82003796	-0.66612834	-0.8211044	0	500
Beta	1	1	597	-1.3953978	-1.1883428	-1.001265	-1.1911364	0	500
Beta	2	1	597	-0.776206	-0.6447923	-0.496756	-0.64277625	0	500
Beta	3	1	597	-1.0538296	-0.8958235	-0.7394129	-0.89994293	0	500
Beta	1	1	598	-1.5044423	-1.2951477	-1.0932585	-1.2973192	0	500
Beta	2	1	598	-0.8232681	-0.6755953	-0.52345014	-0.6766236	0	500
Beta	3	1	598	-1.1387178	-0.97464	-0.81626093	-0.97627425	0	500
Beta	1	1	599	-1.6001364	-1.3827221	-1.1739801	-1.3873289	0	500
Beta	2	1	599	-0.8674521	-0.70874774	-0.547181	-0.70820576	0	500
Beta	3	1	599	-1.2103274	-1.0379939	-0.87601745	-1.0396287	0	500
Beta	1	1	600	-1.6167418	-1.4129314	-1.2111613	-1.4136153	0	500
Beta	2	1	600	-0.87698543	-0.7303889	-0.56818956	-0.7294245	0	500
Beta	3	1	600	-1.2013566	-1.0348228	-0.8910243	-1.0392066	0	500
Beta	1	1	601	-1.6438067	-1.4494035	-1.2550062	-1.4496675	0	500
Beta	2	1	601	-0.89856815	-0.7573384	-0.5977345	-0.7588416	0	500
Beta	3	1	601	-1.2015226	-1.0374911	-0.90492177	-1.0425398	0	500
Beta	1	1	602	-1.6879821	-1.4883418	-1.2887003	-1.4887588	0	500
Beta	2	1	602	-0.93061334	-0.78780603	-0.6381156	-0.79073995	0	500
Beta	3	1	602	-1.2045509	-1.0441282	-0.90455395	-1.0461537	0	500
Beta	1	1	603	-1.738159	-1.5287663	-1.3128597	-1.5289376	0	500
Beta	2	1	603	-0.9690828	-0.8200654	-0.6728975	-0.8235251	0	500
Beta	3	1	603	-1.2138778	-1.0523639	-0.91197085	-1.0498691	0	500
Beta	1	1	604	-1.7831134	-1.5666802	-1.3414958	-1.5680287	0	500
Beta	2	1	604	-1.0026356	-0.85585356	-0.70051646	-0.8554227	0	500
Beta	3	1	604	-1.217209	-1.0571947	-0.90700793	-1.053483	0	500
Beta	1	1	605	-1.8384696	-1.6132144	-1.3840408	-1.6136777	0	500
Beta	2	1	605	-1.0476923	-0.8899574	-0.7219361	-0.8898661	0	500
Beta	3	1	605	-1.2265403	-1.0647132	-0.89872116	-1.0596236	0	500
Beta	1	1	606	-1.8766576	-1.6403081	-1.4160455	-1.6433975	0	500
Beta	2	1	606	-1.0850942	-0.9173138	-0.74619216	-0.9147258	0	500
Beta	3	1	606	-1.2320025	-1.0684896	-0.89347833	-1.0619543	0	500
Beta	1	1	607	-1.7298491	-1.5062819	-1.2906941	-1.5073543	0	500
Beta	2	1	607	-0.9880066	-0.83073694	-0.6719626	-0.82838345	0	500
Beta	3	1	607	-1.1299245	-0.9733048	-0.8115376	-0.96751267	0	500
Beta	1	1	608	-1.565627	-1.3530929	-1.147948	-1.3564396	0	500
Beta	2	1	608	-0.8916144	-0.73367965	-0.58123004	-0.7313409	0	500
Beta	3	1	608	-1.0215809	-0.86764836	-0.71400857	-0.86575407	0	500
Beta	1	1	609	-1.4017197	-1.1852281	-0.9881769	-1.1928006	0	500
Beta	2	1	609	-0.78225523	-0.6298056	-0.4726644	-0.6261178	0	500
Beta	3	1	609	-0.91613007	-0.75628453	-0.60271615	-0.7554177	0	500
Beta	1	1	610	-1.2265966	-1.0199227	-0.82029474	-1.0246065	0	500
Beta	2	1	610	-0.67522025	-0.52087927	-0.36875862	-0.517965	0	500
Beta	3	1	610	-0.80874026	-0.6412318	-0.4905726	-0.6420091	0	500
Beta	1	1	611	-1.0606189	-0.8573901	-0.6558593	-0.86096793	0	500
Beta	2	1	611	-0.57423156	-0.410578	-0.2544337	-0.4127421	0	500
Beta	3	1	611	-0.7006362	-0.5311686	-0.3772835	-0.5316718	0	500
Beta	1	1	612	-0.91732174	-0.7017225	-0.4986257	-0.7063875	0	500
Beta	2	1	612	-0.47390947	-0.3154633	-0.15553984	-0.31390655	0	500
Beta	3	1	612	-0.60389626	-0.4275095	-0.26870194	-0.42947385	0	500
Beta	1	1	613	-0.7927811	-0.5696323	-0.35933638	-0.5740478	0	500
Beta	2	1	613	-0.39992225	-0.2317942	-0.06285	-0.22868711	0	500
Beta	3	1	613	-0.5201709	-0.3366255	-0.17216977	-0.33980006	0	500
Beta	1	1	614	-0.7509502	-0.539467	-0.3368332	-0.5404474	0	500
Beta	2	1	614	-0.36956796	-0.21272248	-0.051705472	-0.21096438	0	500
Beta	3	1	614	-0.5077753	-0.33756828	-0.17206591	-0.3370696	0	500
Beta	1	1	615	-0.69843894	-0.49439788	-0.30005747	-0.49672672	0	500
Beta	2	1	615	-0.3344643	-0.18972522	-0.03794995	-0.18786572	0	500
Beta	3	1	615	-0.49208742	-0.3316756	-0.17318112	-0.3303577	0	500
Beta	1	1	616	-0.6482808	-0.44935405	-0.25536135	-0.44932127	0	500
Beta	2	1	616	-0.30337858	-0.16743198	-0.016410945	-0.1628197	0	500
Beta	3	1	616	-0.4867581	-0.32524478	-0.17123203	-0.32307974	0	500
Beta	1	1	617	-0.60726064	-0.40018773	-0.18926716	-0.4005954	0	500
Beta	2	1	617	-0.2741063	-0.14384642	0.014661677	-0.13707662	0	500
Beta	3	1	617	-0.48012456	-0.31799668	-0.15824634	-0.31559914	0	500
Beta	1	1	618	-0.5608982	-0.3545416	-0.14745209	-0.35318953	0	500
Beta	2	1	618	-0.24336822	-0.1190781	0.038196217	-0.11203075	0	500
Beta	3	1	618	-0.48319897	-0.31255198	-0.137387	-0.30832136	0	500
Beta	1	1	619	-0.5252694	-0.31313336	-0.082336046	-0.3111552	0	500
Beta	2	1	619	-0.22749859	-0.09379249	0.06822577	-0.087731734	0	500
Beta	3	1	619	-0.4930843	-0.30664483	-0.11875804	-0.3022953	0	500
Beta	1	1	620	-0.49989095	-0.27659997	-0.04062384	-0.2722196	0	500
Beta	2	1	620	-0.21058732	-0.07387768	0.09630653	-0.06761538	0	500
Beta	3	1	620	-0.491946	-0.30123258	-0.09272099	-0.2962251	0	500
Beta	1	1	621	-0.5093276	-0.29351705	-0.06953473	-0.2919501	0	500
Beta	2	1	621	-0.2018922	-0.07063644	0.09362658	-0.063767105	0	500
Beta	3	1	621	-0.48065406	-0.30331147	-0.10464227	-0.29864088	0	500
Beta	1	1	622	-0.5249679	-0.3120167	-0.102780335	-0.31631827	0	500
Beta	2	1	622	-0.18793555	-0.06895433	0.080322765	-0.061413065	0	500
Beta	3	1	622	-0.47376806	-0.3051949	-0.12480077	-0.30222833	0	500
Beta	1	1	623	-0.5452464	-0.3361631	-0.14506732	-0.34274068	0	500
Beta	2	1	623	-0.1862779	-0.06349135	0.078873724	-0.05886065	0	500
Beta	3	1	623	-0.48244298	-0.30707115	-0.13117012	-0.30611813	0	500
Beta	1	1	624	-0.5776262	-0.36940062	-0.17970498	-0.36989906	0	500
Beta	2	1	624	-0.1851497	-0.058384642	0.07736193	-0.056237042	0	500
Beta	3	1	624	-0.4807651	-0.31361812	-0.1425374	-0.3101166	0	500
Beta	1	1	625	-0.598075	-0.40121782	-0.20528974	-0.39632154	0	500
Beta	2	1	625	-0.18837269	-0.05230815	0.08505351	-0.05368466	0	500
Beta	3	1	625	-0.48770738	-0.31731355	-0.13943705	-0.31400636	0	500
Beta	1	1	626	-0.6126332	-0.41641805	-0.20961061	-0.4126232	0	500
Beta	2	1	626	-0.19364862	-0.04682281	0.09384601	-0.046983536	0	500
Beta	3	1	626	-0.49810347	-0.31605914	-0.12238209	-0.31099993	0	500
Beta	1	1	627	-0.63149357	-0.44421083	-0.23042291	-0.43587276	0	500
Beta	2	1	627	-0.20365661	-0.044452824	0.101823546	-0.045851212	0	500
Beta	3	1	627	-0.5141592	-0.31765187	-0.11371668	-0.31559724	0	500
Beta	1	1	628	-0.66067064	-0.48356974	-0.27649108	-0.47585276	0	500
Beta	2	1	628	-0.24473445	-0.09543124	0.046812855	-0.0944449	0	500
Beta	3	1	628	-0.5010682	-0.3121119	-0.106038086	-0.30640632	0	500
Beta	1	1	629	-0.7043627	-0.53317463	-0.33098742	-0.52751404	0	500
Beta	2	1	629	-0.2873935	-0.14982316	-0.013149689	-0.15011624	0	500
Beta	3	1	629	-0.48827583	-0.30487248	-0.10650234	-0.29925185	0	500
Beta	1	1	630	-0.76063496	-0.5893489	-0.4025725	-0.58353066	0	500
Beta	2	1	630	-0.34346962	-0.21319354	-0.0685081	-0.210481	0	500
Beta	3	1	630	-0.47656548	-0.29933757	-0.09851644	-0.29149368	0	500
Beta	1	1	631	-0.82119066	-0.6445067	-0.45384875	-0.6411062	0	500
Beta	2	1	631	-0.4033227	-0.27681422	-0.12870485	-0.27252614	0	500
Beta	3	1	631	-0.47968456	-0.28916442	-0.0901002	-0.28352013	0	500
Beta	1	1	632	-0.88010746	-0.6988523	-0.5036737	-0.6971227	0	500
Beta	2	1	632	-0.47144967	-0.3348719	-0.18001083	-0.33289057	0	500
Beta	3	1	632	-0.490701	-0.27968735	-0.06706902	-0.27576223	0	500
Beta	1	1	633	-0.92927885	-0.742874	-0.53560054	-0.73768383	0	500
Beta	2	1	633	-0.53066075	-0.38558477	-0.21953635	-0.3815371	0	500
Beta	3	1	633	-0.4867076	-0.25839245	-0.038359098	-0.26051757	0	500
Beta	1	1	634	-0.9841517	-0.7907866	-0.5782019	-0.7856697	0	500
Beta	2	1	634	-0.59334296	-0.4369036	-0.25460106	-0.43217537	0	500
Beta	3	1	634	-0.5039204	-0.24666044	-0.016120242	-0.2559635	0	500
Beta	1	1	635	-1.0028837	-0.8173293	-0.6132478	-0.81075734	0	500
Beta	2	1	635	-0.5897333	-0.43701327	-0.26653937	-0.43301418	0	500
Beta	3	1	635	-0.51396877	-0.28987134	-0.07276564	-0.29395035	0	500
Beta	1	1	636	-1.0211338	-0.8403518	-0.6389307	-0.83530754	0	500
Beta	2	1	636	-0.5857558	-0.4374071	-0.28185645	-0.4354058	0	500
Beta	3	1	636	-0.5446491	-0.3365584	-0.13596275	-0.33709878	0	500
Beta	1	1	637	-1.0488942	-0.8675654	-0.66470295	-0.86192775	0	500
Beta	2	1	637	-0.58882296	-0.43901786	-0.28111923	-0.43799883	0	500
Beta	3	1	637	-0.58487	-0.38291508	-0.18857178	-0.38388446	0	500
Beta	1	1	638	-1.0726293	-0.8941269	-0.6892663	-0.88928854	0	500
Beta	2	1	638	-0.5970651	-0.4432118	-0.2889848	-0.4406642	0	500
Beta	3	1	638	-0.6288347	-0.43234903	-0.24449353	-0.43197304	0	500
Beta	1	1	639	-1.0982761	-0.9233544	-0.7138931	-0.915908	0	500
Beta	2	1	639	-0.60066175	-0.4423209	-0.29376876	-0.44325772	0	500
Beta	3	1	639	-0.66980004	-0.47994715	-0.29009423	-0.47875896	0	500
Beta	1	1	640	-1.1350157	-0.9508327	-0.7352046	-0.9458686	0	500
Beta	2	1	640	-0.6143428	-0.4444359	-0.29767126	-0.4491639	0	500
Beta	3	1	640	-0.71941286	-0.525669	-0.32780483	-0.525822	0	500
Beta	1	1	641	-1.1663541	-0.97023046	-0.74847746	-0.9663513	0	500
Beta	2	1	641	-0.62633306	-0.4447605	-0.2912008	-0.4505101	0	500
Beta	3	1	641	-0.76481736	-0.56523204	-0.3499733	-0.5630361	0	500
Beta	1	1	642	-1.062728	-0.87409717	-0.6638575	-0.8728065	0	500
Beta	2	1	642	-0.56472856	-0.38831294	-0.23214984	-0.39495966	0	500
Beta	3	1	642	-0.7017514	-0.5178554	-0.31128454	-0.51669174	0	500
Beta	1	1	643	-0.95273995	-0.76894206	-0.57334864	-0.7710772	0	500
Beta	2	1	643	-0.50314856	-0.3272285	-0.18062398	-0.33278292	0	500
Beta	3	1	643	-0.6456147	-0.47413087	-0.27375427	-0.46794656	0	500
Beta	1	1	644	-0.8472876	-0.6591457	-0.47131982	-0.6607723	0	500
Beta	2	1	644	-0.43321535	-0.26053414	-0.10632244	-0.26536483	0	500
Beta	3	1	644	-0.58010334	-0.4165414	-0.23118755	-0.41509253	0	500
Beta	1	1	645	-0.7409192	-0.54459286	-0.3609147	-0.547395	0	500
Beta	2	1	645	-0.35475007	-0.19314007	-0.03553055	-0.19606943	0	500
Beta	3	1	645	-0.52266675	-0.3608036	-0.17687586	-0.36076614	0	500
Beta	1	1	646	-0.63525325	-0.43355295	-0.23615187	-0.43708953	0	500
Beta	2	1	646	-0.29594725	-0.12415552	0.036157835	-0.12865122	0	500
Beta	3	1	646	-0.46725142	-0.30855566	-0.12657282	-0.3079117	0	500
Beta	1	1	647	-0.5502612	-0.3389345	-0.13056101	-0.33778486	0	500
Beta	2	1	647	-0.24454835	-0.06793341	0.10152374	-0.067081995	0	500
Beta	3	1	647	-0.42761913	-0.26179793	-0.08000018	-0.2592425	0	500
Beta	1	1	648	-0.47366852	-0.2502239	-0.028182471	-0.2475139	0	500
Beta	2	1	648	-0.2085358	-0.016269488	0.17205149	-0.012098863	0	500
Beta	3	1	648	-0.3932931	-0.21701741	-0.039958324	-0.21622382	0	500
Beta	1	1	649	-0.42636254	-0.20486775	0.0009302613	-0.20504162	0	500
Beta	2	1	649	-0.1882515	-0.009462593	0.16305195	-0.0061894264	0	500
Beta	3	1	649	-0.3401399	-0.17696387	-0.008795044	-0.175288	0	500
Beta	1	1	650	-0.37233216	-0.16611263	0.025477128	-0.16724889	0	500
Beta	2	1	650	-0.18447164	-0.008654916	0.15544173	-0.0076384	0	500
Beta	3	1	650	-0.29455072	-0.14012752	0.02053763	-0.13851856	0	500
Beta	1	1	651	-0.3214887	-0.13162197	0.06489848	-0.1262698	0	500
Beta	2	1	651	-0.17094061	-0.00715237	0.14815757	-0.009209549	0	500
Beta	3	1	651	-0.23930848	-0.10217246	0.050128605	-0.09864934	0	500
Beta	1	1	652	-0.26928625	-0.08848352	0.100266	-0.08414972	0	500
Beta	2	1	652	-0.16367374	-0.0060450654	0.13935526	-0.010824411	0	500
Beta	3	1	652	-0.19224633	-0.063536145	0.09227983	-0.05767007	0	500
Beta	1	1	653	-0.2246911	-0.042432837	0.14020428	-0.043170743	0	500
Beta	2	1	653	-0.15894604	-0.0076480797	0.13249207	-0.012395578	0	500
Beta	3	1	653	-0.15438569	-0.026896669	0.13059579	-0.017800845	0	500
Beta	1	1	654	-0.18718968	-0.001245962	0.1890623	-0.0034148025	0	500
Beta	2	1	654	-0.15878157	-0.009879857	0.13760585	-0.015311283	0	500
Beta	3	1	654	-0.11683132	0.014031703	0.18173918	0.021445159	0	500
Beta	1	1	655	-0.15776014	0.030602448	0.22508928	0.029499048	0	500
Beta	2	1	655	-0.17102572	-0.01700858	0.13468915	-0.016270977	0	500
Beta	3	1	655	-0.093295485	0.042720366	0.22028656	0.053344548	0	500
Beta	1	1	656	-0.23504387	-0.058028586	0.12101715	-0.060233343	0	500
Beta	2	1	656	-0.16695589	-0.023905024	0.12588654	-0.022080928	0	500
Beta	3	1	656	-0.1005182	0.038865775	0.20370708	0.04604945	0	500
Beta	1	1	657	-0.3336088	-0.15844254	0.011413074	-0.15779461	0	500
Beta	2	1	657	-0.16996679	-0.030830033	0.121749036	-0.028702166	0	500
Beta	3	1	657	-0.11120596	0.030865451	0.18121403	0.03576742	0	500
Beta	1	1	658	-0.43767616	-0.26091644	-0.09657386	-0.26358035	0	500
Beta	2	1	658	-0.18384118	-0.037146293	0.11825512	-0.0358816	0	500
Beta	3	1	658	-0.11541531	0.022328159	0.1664769	0.024618573	0	500
Beta	1	1	659	-0.54904646	-0.36833733	-0.19793488	-0.3723117	0	500
Beta	2	1	659	-0.19849607	-0.04465581	0.10837251	-0.043260943	0	500
Beta	3	1	659	-0.13282719	0.013130905	0.14789644	0.013159315	0	500
Beta	1	1	660	-0.6646813	-0.47538748	-0.2987663	-0.47809756	0	500
Beta	2	1	660	-0.20207252	-0.052129693	0.110843986	-0.050440352	0	500
Beta	3	1	660	-0.14493458	0.0022670655	0.13269274	0.0020104942	0	500
Beta	1	1	661	-0.7658576	-0.5723597	-0.3781866	-0.5734093	0	500
Beta	2	1	661	-0.21382327	-0.05304256	0.115843795	-0.053062707	0	500
Beta	3	1	661	-0.166034	-0.0060327733	0.12552297	-0.008100946	0	500
Beta	1	1	662	-0.8604753	-0.66266227	-0.45064455	-0.659965	0	500
Beta	2	1	662	-0.23306738	-0.06342311	0.117970906	-0.05977256	0	500
Beta	3	1	662	-0.18020703	-0.014710152	0.119847715	-0.017208684	0	500
Beta	1	1	663	-0.7459945	-0.5661957	-0.36735344	-0.5633582	0	500
Beta	2	1	663	-0.18778263	-0.028618092	0.13128352	-0.029448044	0	500
Beta	3	1	663	-0.119940475	0.035009302	0.16860488	0.03425334	0	500
Beta	1	1	664	-0.6435401	-0.47523242	-0.2965431	-0.4733475	0	500
Beta	2	1	664	-0.16199157	-0.00585178	0.14388879	-0.0074724415	0	500
Beta	3	1	664	-0.059955377	0.08406786	0.21375114	0.08356122	0	500
Beta	1	1	665	-0.54736716	-0.37947422	-0.20041054	-0.37574863	0	500
Beta	2	1	665	-0.13311142	0.017785832	0.1638743	0.016355747	0	500
Beta	3	1	665	-0.0024342593	0.13836463	0.26732275	0.13702574	0	500
Beta	1	1	666	-0.44345272	-0.27923146	-0.10629734	-0.2754321	0	500
Beta	2	1	666	-0.11031726	0.04502002	0.17621943	0.040847346	0	500
Beta	3	1	666	0.057173427	0.19257382	0.3217484	0.19197883	0	500
Beta	1	1	667	-0.3460304	-0.18316023	-0.0063329265	-0.17783323	0	500
Beta	2	1	667	-0.086055316	0.07339199	0.19976997	0.064675525	0	500
Beta	3	1	667	0.10778302	0.2466554	0.37947783	0.24544334	0	500
Beta	1	1	668	-0.25516948	-0.08549043	0.10077975	-0.07857834	0	500
Beta	2	1	668	-0.060742225	0.09985411	0.2377042	0.091946654	0	500
Beta	3	1	668	0.15512146	0.3043726	0.43662155	0.30287096	0	500
Beta	1	1	669	-0.18638465	-0.006562971	0.19517645	-0.0011804882	0	500
Beta	2	1	669	-0.051592216	0.11840133	0.2554811	0.110182755	0	500
Beta	3	1	669	0.19170389	0.34311903	0.48431128	0.3446057	0	500
Beta	1	1	670	-0.073368974	0.09896189	0.28352997	0.10562922	0	500
Beta	2	1	670	0.054360893	0.21235028	0.34894753	0.20537803	0	500
Beta	3	1	670	0.28241044	0.42391285	0.5568572	0.42366758	0	500
Beta	1	1	671	0.054258607	0.2166856	0.3879378	0.21995243	0	500
Beta	2	1	671	0.16414551	0.31251663	0.44434142	0.30757323	0	500
Beta	3	1	671	0.3830875	0.51547635	0.64294857	0.51339644	0	500
Beta	1	1	672	0.18159491	0.34498662	0.50677407	0.34391332	0	500
Beta	2	1	672	0.27962172	0.42242253	0.5515192	0.41838372	0	500
Beta	3	1	672	0.47890693	0.60903513	0.7464043	0.61068934	0	500
Beta	1	1	673	0.30607352	0.47143018	0.63164794	0.4713255	0	500
Beta	2	1	673	0.39687386	0.53067374	0.66726375	0.5322791	0	500
Beta	3	1	673	0.57462686	0.71062034	0.85094476	0.71069103	0.002004008	499
Beta	1	1	674	0.4239114	0.59965694	0.74942094	0.5952863	0	500
Beta	2	1	674	0.5030663	0.64128804	0.77987474	0.64308935	0	500
Beta	3	1	674	0.6681712	0.8050094	0.9581688	0.8079835	0.016260162	61.5
Beta	1	1	675	0.5366335	0.7157867	0.8751835	0.7137625	0	500
Beta	2	1	675	0.6076617	0.7474134	0.88670486	0.74819934	0	500
Beta	3	1	675	0.7505087	0.90253127	1.06321	0.9044122	0.19617225	5.097561
Beta	1	1	676	0.63311803	0.8127264	0.985629	0.8137136	0.0373444	26.777779
Beta	2	1	676	0.68828094	0.8392352	0.97968084	0.8377204	0.035196688	28.411764
Beta	3	1	676	0.81474465	0.98171717	1.1469353	0.9821135	0.7182131	1.3923445
Beta	1	1	677	0.57336885	0.7438363	0.8993285	0.7426144	0	500
Beta	2	1	677	0.6523535	0.79888517	0.93406427	0.79867977	0.008064516	124
Beta	3	1	677	0.78998375	0.94200486	1.0976168	0.9417409	0.3368984	2.9682539
Beta	1	1	678	0.5062634	0.67414033	0.8231585	0.6761375	0	500
Beta	2	1	678	0.6280412	0.7691548	0.89814115	0.7673473	0	500
Beta	3	1	678	0.76237345	0.9073521	1.0488797	0.9084637	0.18764846	5.329114
Beta	1	1	679	0.44533685	0.60400164	0.7506227	0.60405666	0	500
Beta	2	1	679	0.6018101	0.7363616	0.8599862	0.7333738	0	500
Beta	3	1	679	0.7352407	0.8707956	1.0036296	0.87238175	0.06609808	15.129032
Beta	1	1	680	0.38551265	0.53003097	0.6809521	0.5299684	0	500
Beta	2	1	680	0.56218797	0.70201325	0.82029617	0.6984534	0	500
Beta	3	1	680	0.69667745	0.83281374	0.97015476	0.83529526	0.016260162	61.5
Beta	1	1	681	0.31416562	0.4557719	0.6079373	0.4578878	0	500
Beta	2	1	681	0.523694	0.6675538	0.7916789	0.66448	0	500
Beta	3	1	681	0.6591587	0.79900205	0.9335536	0.7992137	0.0060362173	165.66667
Beta	1	1	682	0.24484988	0.3887623	0.5502093	0.38981405	0	500
Beta	2	1	682	0.49410284	0.6394832	0.76312363	0.63714147	0	500
Beta	3	1	682	0.6252078	0.7697319	0.90556663	0.76912206	0.004016064	249
Beta	1	1	683	0.17961842	0.32981378	0.4990441	0.33151636	0	500
Beta	2	1	683	0.461006	0.61148196	0.7401098	0.60863334	0	500
Beta	3	1	683	0.5887436	0.7408283	0.88016224	0.73907375	0.002004008	499
Beta	1	1	684	0.34499887	0.48498285	0.641907	0.48598838	0	500
Beta	2	1	684	0.552343	0.6967452	0.8221342	0.6959725	0	500
Beta	3	1	684	0.63079244	0.77208495	0.9154939	0.7717064	0.004016064	249
